user_id,name,email,geographic_location,signup_date,last_login_date,subscription_tier,missed_payments,canceled_subscription,upgraded_subscription,upgrade_date,customer_support_tickets,ticket_resolved,churned
ca3feceb-84cf-4f00-96c9-09d17a256de4,Jennifer Brown,donnawright@example.com,Portugal,2023-06-27,2024-06-17,pro,1,,False,,2,,False
c6a8aaeb-473a-4ff0-bc80-35f7e472be6c,Kathy Livingston,crystalmorris@example.org,India,2020-12-14,2021-02-10,enterprise,1,,False,,8,True,False
ab55954e-c9f5-4d5b-8f4a-98aa7ff0dd0a,Michelle Wells,tonyphillips@example.net,Gabon,2024-02-01,2024-10-15,enterprise,2,,True,2024-03-18,1,,False
3fcf5d49-a546-467a-ad94-07a77a4155a2,Joseph Pena,matthew13@example.com,Puerto Rico,2020-02-06,2020-09-30,pro,1,,False,,0,,False
b906c817-c0e3-417c-b3eb-ddc0cd49e8f8,Ashley Jones,hallwilliam@example.org,Thailand,2022-04-18,2023-03-22,pro,2,,False,,6,,False
4f7174a5-35c8-491a-b16d-4aa95e275615,Zachary Figueroa,kristensmith@example.com,Canada,2023-10-06,2024-08-03,pro,1,2024-05-27,False,,4,,True
19c7454a-ee1f-435c-b4a6-0ad462e30eca,Brian Turner,huntgary@example.net,Sri Lanka,2021-10-05,2022-10-04,pro,0,,False,,8,,False
94dfb2ac-cadc-498e-ad45-3cc4699b993f,Christopher Patterson,michael57@example.net,Angola,2020-08-12,2021-02-19,enterprise,3,2021-07-30,False,,3,,True
466d4b1e-97ad-4bd4-bc40-e88f14cd5e1a,Alyssa Anderson,jonathan06@example.com,Sri Lanka,2021-12-18,2022-09-07,basic,1,,True,2022-05-03,9,,False
f39f07b0-0751-4748-b9f8-f0447f355e56,Anthony Franklin,nmiranda@example.org,Palau,2024-08-07,2024-09-14,pro,1,2024-12-29,False,,7,True,True
264470fb-024f-42fe-9f9d-7cc620ca927e,Maria Lopez,heatherscott@example.com,Jordan,2020-11-14,2021-09-09,basic,2,2021-04-16,False,,2,,True
01b2758c-a839-4071-95c9-52b250902f94,Norma Rodriguez,travis25@example.org,Equatorial Guinea,2021-06-05,2021-12-11,enterprise,1,,False,,5,,False
8fbb40c3-c60d-4f2c-84f0-2f42d6b0c71e,Samuel Knight,fday@example.net,Saint Lucia,2022-08-05,2023-06-09,enterprise,1,,True,2022-11-15,8,,False
f49d4101-1e80-4260-878a-a021da5c77d6,Chelsea Daniel,mary80@example.org,Saudi Arabia,2023-10-30,2024-04-15,basic,3,2024-02-08,False,,0,False,True
ca5fa38d-6930-43bf-80ad-1efcd292507f,Terry Wiley,bennetterin@example.org,Antarctica (the territory South of 60 deg S),2020-02-28,2020-05-01,pro,1,2020-12-19,False,,2,,True
389cc3a9-c96c-4bd9-b6fa-c57cf13c895a,Andrew Johnson,nathanielfleming@example.net,Wallis and Futuna,2024-07-21,2025-04-08,enterprise,1,,False,,3,,False
a828fba2-f1ff-4120-8475-86e9830f9bbe,Jenna Potts,kristarodriguez@example.com,Brunei Darussalam,2020-10-28,2021-01-22,basic,1,,False,,9,False,False
5b5375f2-d78b-45d5-9236-9b8f2830d89e,Fernando Bishop,james70@example.net,Samoa,2020-07-10,2021-02-26,pro,1,2020-08-13,False,,10,False,True
cb585c96-dbac-4c01-b648-46cc0a2992d4,Jaclyn Thornton,danielrodriguez@example.net,Panama,2020-08-21,2021-05-18,pro,3,,True,2020-11-23,5,,False
d2ff46b8-ade2-4c9e-a2f1-dc240db1bd6b,Joseph Wallace,william49@example.net,Switzerland,2024-10-23,2024-12-26,basic,2,2025-02-14,False,,0,False,True
c0a50679-d01f-44b9-aa8e-81e4c0ebaf2d,Tamara Rivera,thomasjohn@example.net,United Arab Emirates,2022-02-23,2022-11-12,basic,2,,False,,2,,False
50e8c17a-ea39-4c04-aed9-c7b39eb9a5cc,Kevin Booth,marissa14@example.com,Christmas Island,2020-10-19,2021-06-14,pro,3,2021-06-25,False,,9,False,True
05e235f6-3823-434e-aff0-b0023a5c9e06,David Allen,clarkrachel@example.net,Guyana,2021-10-07,2022-04-18,enterprise,0,2022-05-30,False,,6,,True
0ae0a01c-c3eb-420c-9d08-4565db121186,Bridget Nelson,kelli89@example.net,Macao,2023-06-17,2023-11-12,basic,0,2023-09-27,False,,4,,True
31c09a8f-aac6-4f18-93a4-a48f6256b1ce,Brian Hayes,nicholas12@example.org,Lao People's Democratic Republic,2022-05-04,2022-11-15,basic,1,,False,,4,,False
9a7e462e-d7d5-4eb8-917b-06391c9f8919,Gregory Rivers,cbryant@example.net,Cook Islands,2020-10-02,2020-11-12,basic,0,2021-05-01,False,,5,,True
b49f9666-5a37-4b3c-b452-4dcbc5fe500b,Alyssa Gentry,btorres@example.com,Wallis and Futuna,2022-06-03,2023-05-01,basic,3,2023-02-17,True,2022-09-15,5,,True
3ae7d2b9-7c46-45a4-b34a-323d9964330f,Erik Johnson,kristinareeves@example.net,Falkland Islands (Malvinas),2023-06-24,2023-09-23,pro,3,2024-04-08,True,2023-11-07,7,True,True
83c05324-de67-4783-aa9e-6c2e6229b33a,Kristine Wood,jennifercooper@example.net,Gabon,2023-06-14,2023-11-09,enterprise,3,,False,,10,True,False
79818772-d592-43f4-816c-15bcdd4b5cab,Ashley Taylor,washingtonthomas@example.org,Belarus,2020-11-11,2021-03-14,pro,3,2021-05-02,True,2021-04-02,9,,True
441e712c-5591-46d7-8830-13cb230b9a04,Eric Schultz,morrisheather@example.org,Tonga,2021-02-05,2022-01-24,pro,3,,False,,2,,False
45c569c1-d991-48d2-8e65-e316c2f5ba6a,Brent Lopez,pscott@example.net,United Kingdom,2022-03-07,2022-06-11,enterprise,3,,False,,10,False,False
549281d3-26cf-438d-ab36-fe87e637b385,Matthew Cook,sharonbates@example.net,Bosnia and Herzegovina,2020-01-15,2020-12-15,enterprise,0,,False,,6,True,False
79e10ef4-623a-4eaf-949e-d372045d9af5,James Price,gonzalezvictoria@example.com,Ghana,2022-08-20,2023-01-06,pro,1,2022-11-10,False,,2,,True
5b57814f-8bd5-49e7-ac07-5556cf95a3e8,Debra Navarro,michael73@example.com,Holy See (Vatican City State),2023-07-15,2023-10-10,enterprise,3,2024-03-30,True,2023-12-07,8,True,True
73aa16e7-ad9a-4ebf-8845-d6c6f5253fef,Amanda Miller,vsmith@example.net,Samoa,2023-09-11,2024-04-26,pro,0,2024-05-13,False,,9,,True
ccf0488a-812d-4ed0-9367-f1946d8beb76,Erin Vincent,brittany67@example.org,Canada,2021-11-27,2022-03-27,pro,1,,False,,4,True,False
306d0d15-c51b-45e8-955a-1858049aad57,Kevin Martin,michaelschmitt@example.com,Lithuania,2021-05-02,2021-11-29,pro,0,,False,,8,,False
4f611803-9d57-4211-95eb-e0577eb3273e,Sonya Wolfe,rherrera@example.com,Spain,2023-12-20,2024-09-25,basic,2,2024-06-07,True,2024-05-23,10,,True
8b5a066b-6b5b-427e-8a4a-f12a1d36030d,Daniel Cruz,halljuan@example.com,Kiribati,2023-05-28,2024-04-03,basic,2,2024-04-04,True,2023-08-19,4,True,True
4702cd44-1e71-4fd9-8784-28bc8a16132b,Candace Obrien,michaelphillips@example.net,Central African Republic,2023-05-09,2023-06-12,enterprise,0,2023-06-30,True,2023-10-26,9,,True
f22e5486-8792-4b93-83b4-fde3e2a08486,Matthew Ruiz,whiteaaron@example.com,Dominica,2021-12-05,2022-01-31,pro,3,2022-06-15,False,,5,,True
f2373ebd-a0d0-4c1d-ac45-10c577d07c04,Tracy Powell,veronica82@example.org,Denmark,2022-09-24,2023-06-01,pro,0,,False,,1,,False
5e642aed-8cc7-4744-b6cc-e9556e3e83cf,Timothy Griffin,pking@example.org,Tunisia,2024-03-17,2024-12-09,pro,2,,False,,3,,False
98cf136e-c6cf-494c-953c-91ffbc2dc3d3,Kristi Griffin,lorigalloway@example.com,Tanzania,2021-01-06,2021-04-06,pro,2,2021-08-11,False,,1,False,True
40ed57f9-cd37-45b9-99eb-61fdbb430bc9,Randall Stevens,troymartin@example.net,Mauritius,2021-01-04,2021-12-19,pro,0,,False,,4,,False
63ec24d5-a0b4-48fc-9e57-49a967e4daff,Joy Black,nicholas12@example.net,Andorra,2021-06-26,2021-09-29,pro,1,,True,2021-11-23,6,True,False
6c58d3ee-9930-4a20-8775-a0ef7fca46e8,Megan Diaz,jonespinoza@example.net,Lao People's Democratic Republic,2021-07-01,2022-02-15,enterprise,1,2022-05-25,False,,7,,True
a7b3be64-5d23-48d4-be09-09b1079aea8f,John Oconnor,ericjackson@example.net,Falkland Islands (Malvinas),2022-09-20,2023-03-29,pro,2,2023-04-29,False,,9,,True
107fb6f4-9cc7-4cf9-8a63-cd2f36cb54fb,Haley Ortega,barbertamara@example.org,Namibia,2021-04-27,2022-01-02,basic,1,,True,2021-08-29,9,True,False
5942dc5c-2bcc-4378-b2b1-fda197ff5c36,Caleb Paul,campbellmckenzie@example.org,Armenia,2022-02-20,2023-02-07,pro,2,2022-12-08,False,,2,,True
d5b01a45-ee8e-477d-bc59-d7122b607af1,Norma Welch,ronald06@example.net,Maldives,2023-05-31,2023-12-05,basic,2,2023-07-13,True,2023-07-14,1,,True
80709e39-fd39-461e-bc89-6b34f54de60e,Stephanie Johnson,ihamilton@example.com,Aruba,2023-05-17,2023-11-05,pro,1,2023-12-17,True,2023-11-11,1,,True
9b84f56c-4d3b-4488-90d0-f23d8501f506,Jennifer Sanchez,martinscott@example.net,Cambodia,2021-04-28,2022-02-18,basic,0,2021-06-15,False,,4,,True
d5dce3db-ef4d-42c2-b05e-a7d94b7c6701,Erica Ruiz,joanna75@example.com,Bahamas,2024-04-10,2025-01-14,enterprise,0,,True,2024-06-22,10,False,False
7a8da378-df30-4c90-9bb0-222d093a22b4,Dr. Rachael Jones,gonzalezmichael@example.com,Holy See (Vatican City State),2023-09-13,2024-05-25,pro,3,2023-10-15,False,,2,False,True
88e4cc68-431a-449a-9bea-585d19cd5201,William Gray,pierceanthony@example.net,Papua New Guinea,2021-11-28,2022-10-20,pro,1,,False,,6,False,False
826a03ca-5405-4c15-9035-7a5a92cbe3cd,Aaron Davis,andrewstevens@example.com,Tuvalu,2022-09-17,2023-05-13,pro,3,2023-05-23,False,,8,False,True
10bb472b-5c43-4225-831f-7ab9614b5275,Marcus Anderson,youngjessica@example.com,Korea,2024-01-14,2024-05-15,enterprise,2,2024-05-31,False,,5,,True
d276efff-845b-474e-8ffe-0ec8c99060d5,Kevin Jones,johnny01@example.org,Tunisia,2021-09-03,2022-06-20,basic,3,,True,2021-10-06,0,,False
6952b8a3-a439-4246-9c8f-e9b759091f4c,Caitlin Lin,gsharp@example.com,Saint Martin,2020-12-27,2021-01-01,enterprise,0,2021-07-02,False,,8,,True
8dd7b13b-58ab-4c74-a4de-e2df8fe86481,Kevin Nelson,hmccoy@example.org,Peru,2020-10-28,2021-04-26,pro,3,2021-10-13,False,,3,,True
2fae1a5e-2d56-423f-a913-b36b62161841,Emily Sanford,wyates@example.net,Belgium,2020-05-23,2020-11-22,pro,2,2021-04-28,True,2020-10-11,0,,True
1cd0e384-d3cc-47fe-9bfa-fe7f45b567dc,Eric Hale,vlopez@example.com,Sao Tome and Principe,2021-07-09,2021-11-10,enterprise,0,2021-09-01,True,2021-08-25,7,,True
8e9275a2-ea0a-4bcf-b0d5-e721c7561aa3,Richard Flowers,hayley66@example.com,Algeria,2020-04-09,2021-01-23,enterprise,0,,False,,2,False,False
ff7430e7-a801-49ee-82eb-1367a2eccd34,Richard Cook,vjones@example.com,United States Virgin Islands,2023-01-27,2023-09-02,enterprise,2,2023-10-09,True,2023-05-27,6,False,True
ef85288f-b913-4c24-8c81-f966dbb2dc67,Brittney Adams DVM,kristina22@example.org,Slovakia (Slovak Republic),2022-01-11,2022-05-28,pro,2,2022-07-09,False,,0,False,True
aff7d0e9-0a97-480c-a959-42ed70755107,William Mclean,nicole42@example.com,Sweden,2020-05-08,2020-08-21,pro,1,2020-11-07,True,2020-07-28,3,,True
2332d28e-9449-4f5d-9f9c-7f2c3a20cc55,Ashley Roy,hporter@example.com,Germany,2024-12-03,2025-06-11,pro,2,2025-06-21,False,,4,False,True
f27a5b42-5022-4206-84f5-873030150839,Christian Nguyen,probbins@example.com,Congo,2023-03-05,2024-03-02,pro,0,2023-10-05,True,2023-07-16,0,False,True
c00b3f4b-12d0-4d7c-a1af-c528c44e0971,Randy Moore,katherine77@example.com,Portugal,2024-10-01,2025-07-12,basic,1,,False,,4,False,False
02a38f29-be2c-4b87-8d4a-e0b08a1014c3,Joseph Hickman,smithjulie@example.org,Egypt,2024-04-26,2024-11-29,pro,2,,False,,0,,False
a2b7e77c-9793-4654-944d-1099207fbe39,Anthony Barron,kmoreno@example.org,Tuvalu,2023-02-12,2024-01-19,pro,0,2023-09-08,False,,2,,True
59a226a8-0960-41a8-8e79-26cbc9f372a9,Jeffrey Whitaker,sean18@example.org,Bolivia,2021-12-29,2022-01-13,pro,1,,False,,3,,False
cbb2637e-86b4-4c89-afad-580f8cefc5f0,David Bell,ecline@example.com,Swaziland,2021-03-20,2021-09-21,pro,0,,False,,7,,False
4d293c87-a41c-455e-a0b5-3fc736b727ba,Jordan Campbell,dlogan@example.net,Kiribati,2024-09-11,2024-12-10,basic,0,,False,,4,True,False
bf74efd3-38e4-435d-9fdd-7d11275ad2e6,Nathaniel Gray,catherine42@example.net,Cambodia,2024-11-05,2025-04-07,basic,2,2025-01-18,True,2025-02-21,9,,True
5e6a92f3-e10c-4e91-8242-fab16da8c011,Melissa White,ramosmichael@example.org,Bermuda,2021-11-06,2022-11-03,basic,0,2021-12-23,True,2022-02-20,0,,True
49a9708d-e34f-4637-af05-28d1e6229264,Christopher Christensen,kenneth56@example.com,Bermuda,2024-03-20,2024-08-15,basic,0,2024-05-11,False,,10,,True
9acb364a-275b-43df-9822-31948f6dd91f,Hannah Fry,nstewart@example.net,Argentina,2024-02-16,2024-11-26,enterprise,3,2024-11-09,True,2024-08-13,3,,True
44a81917-9c16-4ea2-a7a3-f619ca977667,Eric Williams,derek97@example.org,Georgia,2020-11-07,2021-05-29,basic,2,2021-05-08,False,,8,,True
d8bfb523-3e67-4b9c-8917-cd8b1f8d32ee,Thomas Russell,meyerskatherine@example.com,Holy See (Vatican City State),2022-12-07,2023-07-24,basic,0,2023-03-28,True,2023-01-23,9,,True
1df7d509-f3c6-40d5-acba-ef8f7118d1e8,Philip Lambert,daltonpatrick@example.org,Netherlands,2022-10-18,2023-03-02,pro,3,,False,,1,,False
cc5eb505-066c-4652-8e8b-481c94b02fec,Christine Spencer,grocha@example.org,Saudi Arabia,2020-10-07,2021-04-18,pro,3,2021-03-01,True,2021-04-02,10,False,True
114748c5-1222-47dc-a442-af2a3a5885ec,Dana Thomas,cobbmary@example.org,Malawi,2024-11-13,2024-12-27,enterprise,0,2025-04-02,True,2025-01-21,3,,True
1da35333-929b-440b-b716-8b7f6daaa710,Monica Garcia,alexanderdavid@example.net,Antigua and Barbuda,2022-06-27,2022-11-23,pro,3,,False,,0,True,False
88a4a6cc-294f-4c35-bb0a-9a170481eae9,Stephanie Smith,jaime18@example.net,Uganda,2020-10-12,2021-03-08,pro,2,,False,,3,True,False
c6958178-6827-4db2-be3d-14d718074f9a,Mrs. Jenna Robles DVM,jessicagarcia@example.com,Saint Martin,2020-09-13,2021-05-28,basic,3,,False,,5,,False
d614f891-0cd4-48e4-be1d-1b7ad3ef9292,Alan May,lwalters@example.net,Czech Republic,2022-04-09,2022-11-29,enterprise,3,2022-08-12,True,2022-09-16,4,True,True
3990ce1b-f8be-49c7-9caa-48107c603308,Rebecca Willis,brittany51@example.org,Lao People's Democratic Republic,2024-02-11,2024-06-09,basic,3,2024-10-31,True,2024-07-29,0,,True
f2dba484-f38b-49e8-bc77-2edcc1195792,Jamie Scott,nelsonbrianna@example.com,Trinidad and Tobago,2021-03-15,2021-11-15,enterprise,2,,True,2021-06-02,2,True,False
e7bf74c4-cb56-4326-ba94-f6c55a5000cb,Daniel Perez,wwright@example.com,Benin,2024-04-22,2024-12-05,enterprise,0,2024-09-23,False,,1,,True
6b340f97-685b-431a-b79f-0bd9266745ac,Amber Anderson,wooddavid@example.net,Greenland,2020-12-05,2021-06-05,basic,0,2021-03-23,False,,9,,True
c4a84d37-24f9-4f51-8c7f-fc07795c1c83,Jeremy Beck,hillmichele@example.net,Kyrgyz Republic,2020-03-10,2021-02-19,pro,0,,False,,3,,False
32b32c59-b025-4815-8bfa-2777b9c1ebe4,James Crane,julie46@example.net,Wallis and Futuna,2024-05-25,2024-11-15,pro,2,2024-11-06,False,,2,,True
665f5680-7264-407d-b99e-9b3ddd003f71,Logan Glass,gonzalezaaron@example.com,Nauru,2020-12-28,2021-06-21,basic,0,,False,,9,,False
33cdbfc5-3715-43d8-ae32-111b40e6502d,David Lee,sarah67@example.org,Svalbard & Jan Mayen Islands,2023-12-04,2023-12-25,basic,2,,True,2024-01-05,1,,False
32cc5ae2-333b-492b-8925-d86acce9a101,Raymond Fletcher,schmittalice@example.org,Saint Vincent and the Grenadines,2023-10-10,2024-02-03,enterprise,1,2024-06-12,False,,0,,True
